,scientificName,sourceTaxonId,interactionTypeName,targetTaxonId,targetTaxonName,referenceCitation,sourceDOI
1452025,Derbyiella,ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:b3089cb9-33a9-47e1-9ca8-ab524e3fe623,interactsWith,no:match,IP.583860,http://collections.peabody.yale.edu/search/Record/YPM-IP-583858,
3184230,Bubo virginianus,EOL_V2:914958,eats,GBIF:2437967,Peromyscus maniculatus,urn:catalog:RSKM:OWLPELLET:OP-9501.0003,10.5886/f0xsbu
84907,human rhinovirus c,EOL:11622341,hasHost,EOL:327955,Homo sapiens,http://www.ncbi.nlm.nih.gov/nuccore/238516751,10.5281/zenodo.258189
7252945,Zygocotyle lunata,EOL_V2:483181,hasHost,EOL_V2:1047918,Anas platyrhynchos,http://arctos.database.museum/guid/HWML:Para:12115,
3237997,Athene cunicularia,EOL_V2:1045997,eats,EOL:1553,Anura,urn:catalog:RSKM:OWLPELLET:OP-2721.0004,10.5886/f0xsbu
1950318,Perca fluviatilis,EOL_V2:223357,interactsWith,EOL:477252,Acanthocephalus clavula,associations_all_revised.txt,
9289455,Knightomiroides contortae,no:match,interactsWith,EOL:1061756,Pinus flexilis,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
3070805,Sphex pensylvanicus,INAT_TAXON:48738,visits,INAT_TAXON:118776,Monarda punctata,Jamien. 2019. Sphex pensylvanicus associated pollinator Sphex cognatus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/38390957> on 11 Sep 2023.,
3901149,Sparganothis diluticostana,EOL:365054,hasHost,EOL_V2:29913,Prunus,doi:10.5519/qd.bsucrxdz,
1652593,Sturnella magna,EOL_V2:1051994,eats,ITIS:202423,Animalia,"Martin, A. C., Zim, H. S., and Nelson, A. L. 1961. American wildlife & plants : a guide to wildlife food habits : the use of trees, shrubs, weeds, and herbs by birds and mammals of the United States. Dover Publications, New York, 500 pp.",10.5281/zenodo.5557741
19486414,Malvaceae,EOL:4321,adjacentTo,no:match,Mt. Tipuan in open field.,76dea6ee-f38f-46ca-a54d-a25c253ab2f2,
7750355,Paranoplocephala infrequens,GBIF:8958470,parasiteOf,GBIF:2438635,Microtus oeconomus,http://arctos.database.museum/guid/MSB:Para:7942,
7796558,Ceratophyllus idius,GBIF:1417138,hasHost,EOL_V2:917594,Tachycineta thalassina,http://arctos.database.museum/guid/HWML:Para:158553,
18992722,Avian coronavirus,GBIF:8757914,hasHost,EOL_V2:1049263,Gallus gallus,"Infectious bronchitis virus isolate TH/IBV/2016/CU-93 spike protein (S1) gene, partial cds",
1366907,undet. Mollusca,no:match,adjacentTo,no:match,same slab: IP.615629,http://collections.peabody.yale.edu/search/Record/YPM-IP-615645,
757639,Melanostoma scalare,EOL:775439,visitsFlowersOf,EOL:503435,Leontodon hispidus,2011. doi:10.5061/dryad.k0q1n,
267958,Prevotella intermedia,EOL:974845,hasHost,EOL:327955,Homo sapiens,http://www.ncbi.nlm.nih.gov/pubmed/8188371,10.5281/zenodo.258189
487304,Merlangius merlangus,EOL_V2:216882,eats,ITIS:610007,Gymnoplea,https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=WHG&years=2011&years=2010&years=2009&years=2007&years=2006&years=2005&years=2004&years=2002&years=2001&years=1994&years=1993&years=1992&years=1991&years=1990&years=1988&years=1987&years=1986&years=1985&years=1984&years=1983&years=1982&years=1981&years=1979&years=1978&years=1977&years=1976&years=1975&years=1974&years=1973&years=1972&years=1971&years=1968&years=1965&years=1963&years=1962&years=1959&years=1958&years=1956&years=1954&years=1952&years=1937&years=1936&years=1929&years=1928&years=1919&years=1918&years=1917&years=1914&years=1913&years=1908&years=1907&years=1905&years=1904&years=1903&years=1901&years=1894&years=1893&years=1891&years=1890&years=1889&years=1888&years=1887&years=1886&areas=VIId&areas=VIIj&areas=IVb&areas=IVa&areas=VIIg&areas=VIIh&areas=IVb/IVc&areas=VIa&areas=IVc&areas=VIIIa&areas=VIIb&areas=VIIe&areas=VIIf&areas=VIIa&minlength=0&maxlength=1000&nullLengths=true,10.5281/zenodo.258222
3293646,Dytiscus marginalis,GBIF:1038064,preysOn,GBIF:1437589,Holocentropus picicornis,Cattin Blandenier (2004),
10013050,Peronospora cyparissiae,EOL:1029593,hasHost,GBIF:3070106,Euphorbia cyparissias,tmp_host_info-20200902.csv.gz,
10195158,Hypholoma fasciculare,GBIF:3293632,hasHost,no:match,Substrate Undetermined,tmp_host_info-20200902.csv.gz,
9110329,Pasadenus pasadenus,no:match,interactsWith,EOL:595044,Arctostaphylos tomentosa,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
10013229,Peronospora effusa,EOL_V2:11517657,hasHost,EOL:587522,Chenopodium album,tmp_host_info-20200902.csv.gz,
3365379,Limacina helicina,FBC:SLB:SpecCode:7271,preysOn,GBIF:2110698,Corycaeus crassiusculus,Cattin Blandenier (2004),
396607,Mazamastrongylus odocoilei,EOL_V2:11991865,parasiteOf,EOL:328652,Odocoileus virginianus,cleaned_up.tsv,
6363134,Aoteapsyche raruraru,EOL:481634,eats,GBIF:2639997,Stigeoclonium,"R.M. Thompson and C.R. Townsend. (2004). Land-use influences on New Zealand stream communities: effects of species composition, functional organisation, and food-web structure. New Zealand Journal of Marine and Freshwater Research. 38, pp. 595-608.",
2143314,Menidia beryllina,GBIF:2412295,eats,EOL:84,Polychaeta,"Claude Dixon. 1974. A Study of Food Habits of Two Species of Silverside, Menidia beryllina (Cope) and Membras martinica (Valenciennes), In Upper Galveston Bay, Texas",
19116077,Bat SARS-like coronavirus,NCBI:1508227,parasiteOf,EOL:3687265,Aleyrodes elevatus,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
6666571,Lasioglossum (Chilalictus) lanarium,https://biodiversity.org.au/afd/taxa/8634ccfb-2dea-48d4-8853-6f91018440f2,hasHost,no:match,Cruciferae Brassica rapa,200aa588-4edd-46d5-abda-be5a9321ef72,
9440140,Uredinopsis longimucronata f. cyclosora,ALATaxon:NZOR-6-96224,hasHost,GBIF:7289067,Athyrium filix-femina filix-femina,tmp_host_info-20200902.csv.gz,
4078049,Gambusia affinis,ITIS:165878,interactsWith,EOL:596653,Ceratophyllum demersum,FWCBN5490,
10317625,Erysiphe cichoracearum,EOL_V2:18365990,hasHost,EOL:44915,Helianthus,tmp_host_info-20200902.csv.gz,
19862790,Melissodes paroselae,GBIF:5040720,interactsWith,EOL:582958,Convolvulus arvensis,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43909520,
6450524,undet. Bivalvia,no:match,adjacentTo,no:match,same slab: IP.654365,http://collections.peabody.yale.edu/search/Record/YPM-IP-654369,
6462370,undet. Foraminiferida,no:match,interactsWith,no:match,IP.625740,http://collections.peabody.yale.edu/search/Record/YPM-IP-856903,
19495671,Doryopteris decipiens,GBIF:2651766,adjacentTo,no:match,ground,7adcd510-2337-41bc-bb9a-78b0423aba36,
2253702,Acari,EOL:2586535,hasHost,NCBI:54769,Acanthis flammea,doi:10.15468/tmxd7n,
2900587,Neolasioptera vernoniae,INAT_TAXON:470701,hasHost,INAT_TAXON:127037,Vernonia gigantea,Donna J. Parry. 2021. Neolasioptera vernoniae host plant id Vernonia gigantea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/98068131> on 11 Sep 2023.,
4332089,Micrommata virescens,EOL:1207543,preysOn,GBIF:1496,Araneae,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",10.1890/05-0379
4481718,Ctenophthalmus,EOL:27625,parasiteOf,GBIF:5706764,Myodes glareolus,"@article{doi:10.1086/674445,author = {Jarrod D. Hadfield and Boris R. Krasnov and Robert Poulin and Shinichi Nakagawa},title = {A Tale of Two Phylogenies: Comparative Analyses of Ecological Interactions.},journal = {The American Naturalist},volume = {183},number = {2},pages = {174-187},year = {2014},doi = {10.1086/674445},note ={PMID: 24464193},URL = {https://doi.org/10.1086/674445},eprint = { https://doi.org/10.1086/674445}}",
8532668,Halictus confusus,EOL:2742877,interactsWith,EOL:49106,Taraxacum,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39852195,
8860746,Deraeocoris,ITIS:104580,interactsWith,EOL:1061758,Pinus contorta,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
3937480,Oiketicus toumeyi,GBIF:8834662,hasHost,EOL:633316,Malus sylvestris,doi:10.5519/qd.bsucrxdz,
5004900,Tick-borne encephalitis virus,NCBI:11084,hasHost,NCBI:39030,Apodemus agrarius,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
8598697,Nematoda,EOL:2715,parasiteOf,EOL_V2:1177464,Corvus brachyrhynchos,http://arctos.database.museum/guid/DMNS:Para:1273,
2775397,Kokkocynips rileyi,INAT_TAXON:1204119,hasHost,INAT_TAXON:861036,Lobatae,Leah Fulton. 2022. Kokkocynips rileyi host plant id Lobatae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/136673925> on 11 Sep 2023.,
3823822,Tetracis hirsutaria,GBIF:8958499,interactsWith,ALATaxon:NZOR-6-26316,Salvia officinalis,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=44455156,
2398037,Achimenes longiflora,GBIF:6365250,adjacentTo,no:match,conglomerate boulder in moss,http://n2t.net/ark:/65665/3a6309229-ecc1-4fe9-92f5-4aeb4fc23f28,
666856,Gadus morhua,EOL_V2:206692,eats,GBIF:216,Insecta,https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=COD&years=2009&years=2006&years=2002&years=1993&years=1990&years=1985&years=1982&years=1979&years=1976&years=1972&years=1965&years=1962&years=1958&years=1955&years=1952&years=1949&years=1936&years=1917&years=1908&years=1905&years=1902&years=1898&years=1893&years=1889&areas=Va&areas=VIIj&areas=IVa%20&areas=VIIg&areas=VIIh&areas=XIVb&areas=VIa&areas=IIa&areas=VIIa&areas=VIIe&areas=VIIf&areas=IVb&areas=IVa&areas=I&areas=IIb&areas=Ib&areas=VIId&areas=IVc&areas=IIb&minlength=0&maxlength=1000&nullLengths=true,10.5281/zenodo.258222
7578004,Drepanolejeunea appalachiana,GBIF:4276820,adjacentTo,no:match,a large red oak,31317a1c-b04b-495c-b94e-d1caf9c7d7e6,
2886819,Andricus wheeleri,INAT_TAXON:1114033,hasHost,INAT_TAXON:167651,Quercus grisea,Kenneth Bader. 2021. Andricus wheeleri host plant id Quercus grisea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/102278977> on 11 Sep 2023.,
4955677,Alphacoronavirus 1,NCBI:693997,hasHost,NCBI:9685,Felis catus,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
8523143,Pugettia,ITIS:98435,preysOn,ITIS:11334,Fucus,"Wood SA, Russell R, Hanson D, Williams RJ, Dunne JA (2015) Data from: Effects of spatial scale of sampling on food web structure. Dryad Digital Repository. https://doi.org/10.5061/dryad.g1qr6",10.5061/dryad.g1qr6
4340704,Lonchopria semicyaneaus,no:match,interactsWith,EOL_V2:44889,Baccharis,https://ecdysis.org/collections/individual/index.php?occid=1479487,
19107933,Lyssavirus rabies,NCBI:11292,parasiteOf,GBIF:1740441,Adoxophyes reticulana,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
1905228,Meigenia dorsalis,EOL:797489,interactsWith,EOL:1010677,Chrysolina varians,associations_all_revised.txt,
6989171,Theragra chalcogramma,GBIF:2415762,eats,GBIF:2415762,Theragra chalcogramma,https://apps-afsc.fisheries.noaa.gov/refm/reem/webdietdata/showdata5.php?NODC=1&Region=BS,10.5281/zenodo.5181449
56496,Tetrahymena stegomyiae,EOL:31259065,pathogenOf,GBIF:1651891,Aedes aegypti,"Roberts, D. W. and Castillo, J. M., 1980. Bibliography on Pathogens of medically important arthropods: 1980. Suppl., Bull. World Health Org. 58: 197 pp.; Villacarlos, L. T. and Gabriel, B. P., 1974. Some microbial pathogens of four species of mosquitoes. Kalikasan Philippines, J. Biol. 3: 1-12.; Dzerzhinskii, V. A., et al., 1976. Detection of Infusoria Tetrahymena stegomyiae (Keilin) in Culex pipiens molestus and Aedes aegypti mosquito larvae. Med. Parazitol. Parazit. Bolezni. 45: 616-617. (in Russian).; Corliss, J. O. 1960. Tetrahymena chironomi sp. nov., a ciliate from midge larvae, and the current status of facultative parasitism in the genus Tetrahymena. Parasitology 50: 111-153.; Muspratt, J. 1945. Observation on the larvae of treehole breeding Culicini (Diptera: Culicidae) and two of their parasites. J. Entomol. Soc. S. Africa 8: 13-20.",10.5281/zenodo.258220
6519307,undet. Bivalvia,no:match,adjacentTo,no:match,same slab: IP.345256,http://collections.peabody.yale.edu/search/Record/YPM-IP-345313,
7718604,Toxascaris,EOL:2857072,parasiteOf,EOL_V2:1053894,Vulpes lagopus,http://arctos.database.museum/guid/MSB:Para:15323,
20039664,Colletes phaceliae,GBIF:1348538,interactsWith,EOL:704023,Melilotus officinalis,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47917983,
8871277,Aphis  Aphis spiraecola,no:match,interactsWith,INAT_TAXON:129672,Coreopsis major,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
7345259,Anasterias rupicola,GBIF:2274297,eats,EOL_V2:15144,Hyale,"Blankley, W. O., Grindley, J. R. (1985). The intertidal and shallow subtidal food web at Marion Island. In: Siegfried W. R., Condy, P. R., Laws, R. M. (eds.) Antarctic nutrient cycles and food webs. Springer. Berlin, p. 630-636",10.1890/10-1907.1
19370515,Scomber scombrus,FBC:FB:SpecCode:118,eats,EOL_V2:2598871,Crustacea,"Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach DatasetImpl, ICES",
10629787,Cliona caribbaea,GBIF:5183731,eats,EOL:12005,Biddulphia,,10.7167/2013/857470
10084497,Meliola tenuis,ALATaxon:7eaf72a8-535d-4a88-976e-663753f4044b,hasHost,EOL:108022,Arundinaria,tmp_host_info-20200902.csv.gz,
4054177,Grapevine Red Globe virus,NCBI:103723,pathogenOf,NCBI:29760,Vitis vinifera,"Mihara, T., Nishimura, Y., Shimizu, Y., Nishiyama, H., Yoshikawa, G., Uehara, H., Hingamp, P., Goto, S., and Ogata, H.; Linking virus genomes with host taxonomy. Viruses 8, 66 doi:10.3390/v8030066 (2016). Accessed at <ftp://ftp.genome.jp/pub/db/virushostdb/virushostdb.daily.tsv> on 11 Sep 2023.",
1020086,Human orthopneumovirus,NCBI:11250,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
10305327,Erysiphe heraclei,GBIF:2578649,hasHost,EOL:581673,Heracleum sphondylium,tmp_host_info-20200902.csv.gz,
2715978,Epiblema glenni,INAT_TAXON:324291,visits,INAT_TAXON:158286,Amorpha canescens,Angus Mossman. 2022. Epiblema glenni name of associated plant Amorpha canescens. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/150747648> on 11 Sep 2023.,
8925864,Lysiphlebus  Lysiphlebus,no:match,adjacentTo,no:match,: Xylosma sp.,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
19356336,Pollachius virens,GBIF:2415861,eats,EOL_V2:994979,Maurolicus muelleri,"Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach DatasetImpl, ICES",
543348,Melanogrammus aeglefinus,EOL_V2:212899,eats,EOL_V2:24549,Ammodytes,https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=HAD&years=2011&years=2010&years=2008&years=2006&years=2005&years=2004&years=2002&years=2001&years=1994&years=1993&years=1992&years=1991&years=1990&years=1988&years=1987&years=1986&years=1985&years=1984&years=1983&years=1982&years=1981&years=1979&years=1978&years=1977&years=1968&years=1964&years=1963&years=1961&years=1959&years=1958&years=1957&years=1956&years=1955&years=1954&years=1952&years=1951&years=1950&years=1949&years=1937&years=1936&years=1930&years=1908&years=1907&years=1905&years=1904&years=1903&years=1902&years=1901&years=1894&years=1891&years=1890&years=1889&years=1888&years=1886&years=1885&years=1847&areas=IIa&areas=IVb/IVc&areas=VII&areas=VIIj&areas=VIIa&areas=VIa&areas=VIIg&areas=VIIh&areas=IVa&areas=VIIb&areas=VIIe&areas=VIIf&areas=IVb&areas=IVa&areas=Ib&areas=I&areas=IIb&areas=IVc&areas=VIIIa&minlength=0&maxlength=1000&nullLengths=true,10.5281/zenodo.258222
3903951,Lobesia botrana,EOL:366237,hasHost,GBIF:2706056,Hordeum vulgare,doi:10.5519/qd.bsucrxdz,
8862845,Phytocoris neglectus,no:match,interactsWith,EOL:1033656,Tsuga heterophylla,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
10298466,Exobasidium vaccinii,GBIF:9589545,hasHost,EOL:583633,Vaccinium myrtillus,tmp_host_info-20200902.csv.gz,
8131311,BOLD:AAB6566,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6566,hasHost,GBIF:2726445,Carex subspathacea,http://bins.boldsystems.org/index.php/Public_RecordView?processid=CNWAE7284-14,
1721845,Canis lupus,GBIF:5219173,eats,GBIF:5220136,Dama dama,"Craig, Christie A., Eleanor I. Brassine, and Daniel M. Parker. ""A record of cheetah (Acinonyx jubatus) diet in the Northern Tuli Game Reserve, Botswana.""�African Journal of Ecology55.4 (2017): 697-700.",
3604052,Pediobius alcaeus,EOL:1069246,interactsWith,EOL:32667,Salix,"@article{55232,
  author = {Bouček, Zdeněk and Askew, Richard R},
  booktitle = {Index of Entomophagous Insects},
  editor = {Delucchi, V. and Remaudière, G.},
  pages = {260pp},
  publisher = {Le François, Paris},
  title = {Hym. Chalcidoidea. Palearctic Eulophidae (excl. Tetrastichinae).},
  volume = {3},
  year = {1968},
  year_suffix = {a}
}
",10.5281/zenodo.8253729
8654788,Plagiognathus salviae,no:match,interactsWith,INAT_TAXON:78967,Salvia dorrii,"PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 2016-03-08. National Science Foundation grant DBI#0316495",
7586650,Rhamphospora nymphaeae,GBIF:2513050,adjacentTo,GBIF:6434966,Nymphaea odorata odorata,ce023055-9d98-4357-9906-bfb492d7468b,
2315230,Molossus milleri,GBIF:8849631,interactsWith,no:match,roost in hole of broadleaf tree,http://n2t.net/ark:/65665/3f697f21d-f666-425d-94b2-bf10cd8ca27f,
20141414,Oodinychus,GBIF:4664303,hasHost,ALATaxon:NZOR-6-3054,Carpinus betulus,"AMU Invertebrate Fauna Databank. 2007. Records of wood-inhabiting mites from the Invertebrate Fauna Databank at Adam Mickiewicz University, Poland",
19677743,UCSC | RMIC | 1020510b-27c4-4b72-9532-eceb38d4475a | UCSCRMIC0931408 | 7cc1fd93-f7dc-41a6-82b0-b90e0374619c,no:match,interactsWith,GBIF:3039576,Salix,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=30653703,
4234415,Sphecodes,ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:a7bb8408-c660-4429-87f0-bdf380fa0ca6,hasHost,EOL:60977,Tamarix,doi:10.7717/peerj.5867/supp-2,
19993696,Acmaeodera bowditchi,GBIF:6003274,adjacentTo,no:match,prickly poppy,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43612210,
3012318,Asphondylia ceanothi,INAT_TAXON:346051,hasHost,GBIF:3039297,Ceanothus,Carl Hansen. 2020. Asphondylia ceanothi host Ceanothus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/58054994> on 11 Sep 2023.,
6607657,undet. Foraminiferida,no:match,interactsWith,no:match,IP.357998,http://collections.peabody.yale.edu/search/Record/YPM-IP-238735,
343449,Oxyuroidea,ITIS:63771,parasiteOf,GBIF:2437726,Bandicota,errors.tsv,
1200642,Colobus guereza lymphocryptovirus 1,NCBI:212720,hasHost,NCBI:33548,Colobus guereza,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
7432307,Perdita (Perdita) isocomae,no:match,interactsWith,GBIF:3099236,Isocoma,38f73ebe-1ed6-11e3-bfac-90b11c41863e,
324992,Fagisuga triloba,EOL:836551,hasHost,GBIF:2874930,Nothofagus antarctica,http://www.ncbi.nlm.nih.gov/nuccore/73622744,10.5281/zenodo.258189
10675090,Gonodactylus lacunatus,GBIF:5177273,eats,GBIF:5190140,Hexabranchus morsomus,,10.7167/2013/857470
1462942,undet. Foraminiferida,no:match,adjacentTo,no:match,same slide: IP.856410,http://collections.peabody.yale.edu/search/Record/YPM-IP-626736,
744343,Taenia,GBIF:6008014,hasHost,EOL_V2:1053894,Vulpes lagopus,Brant S (2017). MSB Host Collection (Arctos). Version 34.3. Museum of Southwestern Biology. Occurrence Dataset https://doi.org/10.15468/5o0fct accessed via GBIF.org on 2017-06-12.,10.5281/zenodo.823590
7406878,Hyphesma atromicans,GBIF:1350737,interactsWith,INAT_TAXON:207930,Angophora floribunda,448303aa-1ed6-11e3-bfac-90b11c41863e,
778174,Vesicular stomatitis virus,NCBI:11276,hasHost,NCBI:9823,Sus scrofa,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
6438418,undet. Arthropoda,no:match,adjacentTo,no:match,same slab: IP.523782,http://collections.peabody.yale.edu/search/Record/YPM-IP-523786,
10337896,Echinostelium,GBIF:3213207,hasHost,EOL:1033063,Pinus virginiana,tmp_host_info-20200902.csv.gz,
2120168,Paralichthys lethostigma,EOL_V2:206758,eats,GBIF:2399874,Micropogonias undulatus,"Stephen Levine. 1980. Gut Contents of Fourty-four Lake Pontchartrain, Louisiana Fish Species",
166525,Andes virus,EOL_V2:740905,hasHost,GBIF:2438272,Oligoryzomys longicaudatus,http://www.ncbi.nlm.nih.gov/nuccore/166007478,10.5281/zenodo.258189
19256657,Deltinea costalimai,GBIF:1742352,eats,EOL_V2:37748,Senecio,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
4204370,Cryptocotyle concavum,no:match,parasiteOf,FBC:FB:SpecCode:1344,Pomatoschistus microps,,10.1890/11-0351.1
1106464,Human coronavirus HKU1,NCBI:290028,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
19269847,Menacanthus sturnellae,GBIF:6935139,ectoparasiteOf,EOL_V2:1050823,Sturnella loyca,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
7718997,Arostrilepis,GBIF:4405616,hasHost,GBIF:2438724,Myodes,http://arctos.database.museum/guid/MSB:Para:24102,
19240018,Dipha aphidivora,EOL:357712,eats,IRMNG:1261874,Aphioides,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
1397778,undet. Foraminiferida,no:match,interactsWith,no:match,IP.307933,http://collections.peabody.yale.edu/search/Record/YPM-IP-307635,
8427272,Vampyriscus nymphaea,GBIF:7923589,eats,GBIF:5572425,Ficus tonduzii,M_SD_001,
276289,Ensifer kummerowiae,GBIF:3220722,hasHost,EOL:646671,Kummerowia stipulacea,http://www.ncbi.nlm.nih.gov/nuccore/356640764,10.5281/zenodo.258189
4333893,Libellula,EOL:15943,preysOn,GBIF:1522813,Herina parva,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",10.1890/05-0379
6390680,Calypogeia neesiana,GBIF:10931444,adjacentTo,no:match,rotting log,http://collections.peabody.yale.edu/search/Record/YU.201883,
6250022,Proctophyllodes pinnatus,EOL_V2:4317295,interactsWith,no:match,Aves / Passeriformes / Fringillidae / Carduelis / carduelis / britannica,ae3725b6-023d-40c2-894c-c22913f74808,
7446026,Andrena,GBIF:1345710,interactsWith,EOL:468106,Helianthus annuus,24d23022-1ed6-11e3-bfac-90b11c41863e,
9829571,Puccinia asphodeli,GBIF:2514482,hasHost,GBIF:2778457,Asphodelus albus,tmp_host_info-20200902.csv.gz,
3433813,Maro minutus,GBIF:2137475,preysOn,GBIF:2120343,Isotomiella minor,Cattin Blandenier (2004),
6415033,undet. Mollusca,no:match,interactsWith,no:match,IP.315555,http://collections.peabody.yale.edu/search/Record/YPM-IP-315546,
1111468,Human alphaherpesvirus 2,NCBI:10310,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
7127866,Laubuka laubuca,FBC:FB:SpecCode:12061,eats,no:match,debris,"Weliange, W.S. and U.S. Amarasinghe. 2003. Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fish. Sci. 16(3&4):203-213.",
7969819,Arthropoda,EOL:164,parasiteOf,GBIF:5706762,Myodes rutilus,http://arctos.database.museum/guid/UAM:Ento:281908,
6822204,Pieris brassicae,GBIF:1920506,eats,EOL:60788,Sisymbrium,"Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 11 Sep 2023.",10.6084/m9.figshare.1168861
3711814,Elaphe dione,GBIF:2458400,eats,NCBI:1508227,Bat SARS-like coronavirus,https://datadryad.org/stash/downloads/file_stream/375180,
8127052,BOLD:AAI9518,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAI9518,hasHost,GBIF:2726445,Carex subspathacea,http://bins.boldsystems.org/index.php/Public_RecordView?processid=CNWAE594-14,
2666975,Dolichovespula arenaria,INAT_TAXON:118913,visits,INAT_TAXON:57211,Eriogonum latifolium,Garth Harwood. 2023. Dolichovespula arenaria nectar / pollen delivering plant Eriogonum latifolium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/171899215> on 11 Sep 2023.,
7392543,Ceratina,EOL:15595,interactsWith,EOL:640323,Cercis canadensis,11198441-57a7-429c-825b-39226ab756bd,
6238540,Pterodectes,GBIF:4408199,interactsWith,no:match,Aves / Passeriformes / Thraupidae / Cyanerpes / cyaneus,ca0bfdc2-7d91-4200-9f42-a54d3f41e8bf,
2792278,Zalophus californianus,INAT_TAXON:41740,interactsWith,INAT_TAXON:41728,Mirounga angustirostris,null. 2022. Zalophus californianus other organism Mirounga angustirostris. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/133875698> on 11 Sep 2023.,
